[INFO]   ,2,1833
[INFO]   ,2,2377
[INFO]   ,2,1534
[INFO]   ,2,2106
[INFO]   ,2,3068
[INFO]   ,2,3016
[INFO]   ,2,1284
[INFO]   ,2,3248
[INFO]   ,3,1605
[INFO]   ,3,2870
[INFO]   ,3,2788
[INFO]   ,3,2535
[INFO]   ,3,1297
[INFO]   ,3,1484
[INFO]   ,3,2827
[INFO]   ,3,3262
[INFO]   ,3,2677
[INFO]   ,3,2831
[INFO]   ,3,2525
[INFO]   ,3,2191
[INFO]   ,3,1787
[INFO]   ,4,1523
[INFO]   ,4,1987
[INFO]   ,4,2276
[INFO]   ,4,3061
[INFO]   ,4,3445
[INFO]   ,4,2819
[INFO]   ,6,2882
[INFO]   ,6,3097
[INFO]   ,6,3022
[INFO]   ,6,2693
[INFO]   ,6,3533
[INFO]   ,6,2150
[INFO]   ,6,1813
[INFO]   ,6,2247
[INFO]   ,6,1619
[INFO]   ,10,2491
[INFO]   ,10,2538
[INFO]   ,10,1328
[INFO]   ,10,2754
[INFO]   ,10,1553
[INFO]   ,10,2366
[INFO]   ,10,3216
[INFO]   ,10,1967
[INFO]   ,9,1999
[INFO]   ,9,2948
[INFO]   ,9,2178
[INFO]   ,9,2075
[INFO]   ,9,2570
[INFO]   ,9,2696
[INFO]   ,9,3128
[INFO]   ,9,2495
[INFO]   ,9,1917
[INFO]   ,9,3070
[INFO]   ,9,2810
[INFO]   ,9,2072
[INFO]   ,9,3060
[INFO]   ,9,1784
[INFO]   ,9,1517
[INFO]   ,9,2991
[INFO]   ,9,2545
[INFO]   ,5,2989
[INFO]   ,5,2181
[INFO]   ,5,2956
[INFO]   ,9,2827
[INFO]   ,7,1905
[INFO]   ,7,2970
[INFO]   ,7,1621
[INFO]   ,7,3064
[INFO]   ,7,2318
[INFO]   ,7,3055
[INFO]   ,7,2283
[INFO]   ,7,1842
[INFO]   ,8,2121
[INFO]   ,8,3388
[INFO]   ,8,1934
[INFO]   ,8,2438
[INFO]   ,8,2192
[INFO]   ,8,3353
[INFO]   ,8,2894
[INFO]   ,8,2762
[INFO]   ,8,3153
[INFO]   ,8,2199
